,Tunnel,PegStart,PegEnd,PenetrNormMean,PenetrNormMedian,PenetrNormVariance,PenetrNormStandardDeviation,PenetrNormSkewness,PenetrNormKurtosis,PenetrRMSMean,PenetrRMSMedian,PenetrRMSVariance,PenetrRMSStandardDeviation,PenetrRMSSkewness,PenetrRMSKurtosis,RotaPressNormMean,RotaPressNormMedian,RotaPressNormVariance,RotaPressNormStandardDeviation,RotaPressNormSkewness,RotaPressNormKurtosis,RotaPressRMSMean,RotaPressRMSMedian,RotaPressRMSVariance,RotaPressRMSStandardDeviation,RotaPressRMSSkewness,RotaPressRMSKurtosis,FeedPressNormMean,FeedPressNormMedian,FeedPressNormVariance,FeedPressNormStandardDeviation,FeedPressNormSkewness,FeedPressNormKurtosis,HammerPressNormMean,HammerPressNormMedian,HammerPressNormVariance,HammerPressNormStandardDeviation,HammerPressNormSkewness,HammerPressNormKurtosis,WaterFlowNormMean,WaterFlowNormMedian,WaterFlowNormVariance,WaterFlowNormStandardDeviation,WaterFlowNormSkewness,WaterFlowNormKurtosis,WaterFlowRMSMean,WaterFlowRMSMedian,WaterFlowRMSVariance,WaterFlowRMSStandardDeviation,WaterFlowRMSSkewness,WaterFlowRMSKurtosis,Rock,transition_zone,round_length
3160,mjaavann_east,830.0,836.0,12.418,16.569,332.318,18.23,-2.403,6.831,3.897,3.072,11.565,3.401,2.702,10.647,9.581,8.322,207.162,14.393,0.168,0.384,2.502,1.884,5.871,2.423,3.298,18.039,16.939,18.775,48.013,6.929,-4.283,55.288,-2.898,-2.759,14.889,3.859,-6.148,46.022,1.489,2.808,214.523,14.647,0.067,-0.685,5.099,3.14,23.226,4.819,0.973,-0.064,Augen_gneiss,False,6.0
4099,soegne_west,6655.0,6661.0,-13.502,-13.245,246.43,15.698,-0.888,3.795,6.268,5.087,25.341,5.034,2.359,9.408,2.108,5.004,398.895,19.972,-0.32,-0.403,3.298,2.336,9.66,3.108,2.442,10.176,2.409,4.512,45.796,6.767,-4.573,27.782,1.162,2.347,20.447,4.522,-4.305,22.779,-0.558,-0.84,100.488,10.024,0.85,0.847,3.182,1.79,9.164,3.027,2.061,11.799,Granittic_gneiss,False,6.0
252,skottas,96534.0,96539.0,-16.691,-18.662,342.457,18.506,0.419,0.981,3.508,2.616,15.073,3.882,3.116,17.972,-6.333,-4.012,176.998,13.304,-0.348,-0.321,2.217,1.617,6.925,2.632,3.875,24.867,-12.998,2.229,605.248,24.602,-0.863,-0.947,-13.02,-3.74,259.615,16.113,-0.679,-1.397,9.81,9.881,434.294,20.84,0.218,0.482,1.918,0.548,15.472,3.933,4.869,32.654,Rhomb_porphyry,False,5.0
3959,soegne_east,9844.0,9848.0,-5.219,-3.531,274.766,16.576,-0.886,2.205,7.264,6.428,20.876,4.569,1.415,3.92,15.622,14.636,202.539,14.232,0.28,0.214,4.179,3.428,10.071,3.174,2.144,8.145,19.106,19.838,71.909,8.48,-2.166,16.157,2.137,2.523,7.52,2.742,-6.765,72.045,-0.43,2.155,178.465,13.359,0.137,-0.713,4.368,3.261,15.787,3.973,1.368,1.279,Granittic_gneiss,False,4.0
4305,soegne_west,7791.0,7800.0,3.604,3.78,410.386,20.258,-0.527,2.46,7.483,5.979,34.045,5.835,1.955,5.711,7.186,11.114,580.201,24.087,-0.339,-0.794,4.178,3.141,15.468,3.933,3.472,28.639,-0.271,9.488,283.995,16.852,-1.876,3.883,1.924,4.832,68.745,8.291,-3.162,9.404,1.44,4.673,219.506,14.816,0.018,-0.257,4.5,2.884,21.752,4.664,1.615,3.694,Granittic_gneiss,False,9.0
885,gran_east,8831.0,8832.0,12.105,8.483,780.313,27.934,-0.19,-0.592,5.826,3.576,46.443,6.815,1.753,3.298,-4.847,-1.737,178.575,13.363,-0.603,0.508,3.134,2.087,17.265,4.155,4.94,46.862,-35.472,-31.41,309.969,17.606,-0.23,0.039,-12.891,-6.055,128.278,11.326,-1.16,2.054,-17.703,-17.57,71.224,8.439,0.076,-0.287,1.245,0.69,3.473,1.864,3.292,13.257,Blackshale,True,1.0
3421,soegne_east,6909.0,6914.0,-6.909,-3.994,352.296,18.77,-1.132,2.615,4.908,4.162,12.777,3.575,2.311,12.093,2.608,5.716,599.921,24.493,-0.302,-0.844,3.157,2.435,7.044,2.654,1.753,4.419,5.163,8.0,62.967,7.935,-3.295,14.056,1.396,2.403,14.551,3.815,-4.573,27.043,-12.092,-13.919,52.268,7.23,1.046,1.153,2.304,1.652,3.595,1.896,1.107,0.668,Granittic_gneiss,False,5.0
4889,volleberg_west,4035.0,4040.0,-13.908,-12.258,219.117,14.803,-1.71,6.131,5.888,5.077,18.245,4.271,2.007,6.881,13.792,9.6,228.347,15.111,0.841,1.203,4.413,3.55,12.369,3.517,2.43,11.998,5.32,11.812,190.227,13.792,-2.403,12.002,-0.329,0.123,49.5,7.036,-2.738,9.019,10.979,11.367,49.214,7.015,-0.17,1.782,3.192,2.247,6.948,2.636,1.308,1.896,Amphibolittic_gneiss,False,5.0
2492,drammen,59243.0,59249.0,-17.067,-16.949,195.099,13.968,-0.305,0.154,2.954,2.743,4.701,2.168,2.068,13.648,11.979,11.888,200.913,14.174,0.157,0.353,2.104,1.935,3.001,1.732,4.435,59.312,22.546,33.403,275.723,16.605,-0.935,0.42,-2.428,-3.196,33.356,5.775,-1.404,4.491,-0.539,-0.905,55.844,7.473,0.916,1.842,0.869,0.315,2.496,1.58,3.99,23.319,Drammensgranite,False,6.0
3430,soegne_east,6962.0,6968.0,-15.426,-15.595,294.593,17.164,-0.616,2.102,5.399,4.678,16.842,4.104,2.653,15.938,14.935,23.682,909.847,30.164,-0.69,-0.519,2.897,2.227,7.304,2.703,2.743,12.473,3.377,8.0,127.439,11.289,-3.357,13.627,1.064,2.542,27.162,5.212,-4.429,22.03,-8.111,-9.029,77.721,8.816,0.966,0.917,2.869,2.056,5.945,2.438,1.253,1.86,Granittic_gneiss,False,6.0
3113,lindeli_west,14067.0,14072.0,-27.054,-25.638,164.71,12.834,-1.869,7.937,4.257,3.353,11.206,3.347,2.379,11.756,-15.991,-19.342,147.679,12.152,0.462,0.055,1.886,1.225,4.558,2.135,3.51,15.997,-10.807,-8.841,133.933,11.573,-3.499,13.059,-1.667,0.0,46.426,6.814,-4.062,15.276,1.066,0.0,50.526,7.108,0.654,0.996,1.444,0.269,4.968,2.229,1.577,1.46,Granittic_gneiss,False,5.0
4145,soegne_west,6911.0,6914.0,-9.574,-9.051,323.832,17.995,0.063,3.807,8.072,5.724,58.888,7.674,2.225,6.077,18.012,24.233,610.114,24.7,-0.88,-0.252,5.054,3.617,27.302,5.225,2.773,11.014,-1.903,7.5,383.425,19.581,-0.745,5.158,-2.902,2.126,114.381,10.695,-1.857,1.978,-7.353,-6.233,154.617,12.435,-0.979,2.563,4.987,2.916,45.798,6.767,2.935,9.424,Granittic_gneiss,False,3.0
3988,soegne_east,9993.0,9999.0,14.691,15.628,408.357,20.208,-0.879,2.662,7.489,6.663,20.87,4.568,1.355,3.295,17.215,17.5,148.161,12.172,-0.01,-0.318,4.03,3.502,6.622,2.573,1.316,2.943,16.231,17.969,68.165,8.256,-2.062,16.807,-2.934,-2.759,9.243,3.04,-8.549,82.139,0.076,0.502,53.995,7.348,-0.313,1.262,4.006,2.858,12.486,3.533,1.131,0.442,Granittic_gneiss,False,6.0
4653,soegne_west,9769.0,9774.0,11.675,13.378,281.242,16.77,-2.359,9.578,6.513,6.049,15.84,3.98,1.329,4.168,11.933,10.031,126.608,11.252,0.76,0.808,3.495,2.949,6.225,2.495,1.442,3.194,10.854,12.35,34.77,5.897,-6.285,57.378,2.059,2.364,5.808,2.41,-10.213,135.723,-0.718,0.147,86.721,9.312,-0.155,1.361,4.742,3.712,15.083,3.884,0.927,0.089,Amphibolittic_gneiss,False,5.0
2714,brulihei_east,2087.0,2093.0,6.605,7.317,369.961,19.234,-0.438,1.2,5.156,4.073,17.916,4.233,2.288,8.25,3.759,1.886,69.133,8.315,1.302,2.672,1.924,1.479,3.529,1.879,5.29,52.378,-2.567,-1.025,66.225,8.138,-4.687,32.3,-0.816,-0.236,14.821,3.85,-7.333,57.527,2.687,3.633,47.129,6.865,-0.328,1.595,4.034,2.611,17.156,4.142,1.09,0.222,Augen_gneiss,True,6.0
933,gran_east,8879.0,8880.0,20.227,18.054,563.684,23.742,0.317,-0.381,5.934,4.045,52.736,7.262,2.12,5.191,2.947,1.128,86.039,9.276,-0.475,1.361,1.981,1.481,4.513,2.124,1.527,2.919,-25.403,-27.07,350.915,18.733,0.097,-0.965,-7.548,-0.339,131.848,11.483,-1.248,0.031,12.335,13.163,90.123,9.493,0.188,-0.611,1.195,0.424,4.209,2.052,2.798,8.872,Hagaberg_shale,True,1.0
1070,gran_east,9116.0,9117.0,26.975,31.381,305.161,17.469,-1.391,1.928,5.115,4.481,15.556,3.944,1.816,6.013,-2.396,-0.44,217.605,14.751,-0.48,-0.323,2.363,1.834,4.536,2.13,2.526,10.508,-34.304,-30.93,143.94,11.998,-0.482,0.524,-5.78,-0.225,108.707,10.426,-1.617,1.057,18.722,18.78,149.242,12.216,0.098,-1.052,1.259,0.488,3.032,1.741,1.911,2.598,Blackshale,False,1.0
3784,soegne_east,8882.0,8889.0,-9.631,-9.005,331.873,18.217,-0.173,4.927,6.86,5.764,28.387,5.328,2.35,10.239,7.399,5.161,161.42,12.705,1.358,3.278,4.534,3.785,13.814,3.717,2.924,17.31,-13.092,-8.725,177.117,13.309,-2.943,11.669,0.59,0.318,62.731,7.92,-2.16,6.473,0.639,2.08,156.936,12.527,-0.314,1.241,4.922,2.072,29.47,5.429,1.142,0.468,Amphibolittic_gneiss,False,7.0
2828,brulihei_west,1828.0,1833.0,22.557,21.231,504.373,22.458,-0.165,0.482,6.872,5.49,35.737,5.978,1.468,2.709,19.933,18.531,288.821,16.995,0.145,-0.834,4.585,3.256,24.505,4.95,2.695,10.128,-16.24,-9.719,321.791,17.939,-1.571,4.855,-4.585,-0.492,120.282,10.967,-2.232,3.628,-3.922,-5.537,123.396,11.108,0.323,1.354,7.713,7.795,15.467,3.933,0.71,3.543,Granittic_gneiss,False,5.0
3601,soegne_east,7840.0,7845.0,-10.525,-9.63,703.951,26.532,-0.471,1.288,7.063,5.699,35.033,5.919,1.784,4.795,-6.825,-18.878,834.124,28.881,0.336,-1.358,3.22,2.059,13.827,3.718,3.126,15.919,0.717,4.5,151.453,12.307,-1.944,3.904,1.835,4.589,48.669,6.976,-3.155,11.068,7.202,7.445,146.871,12.119,-0.156,0.461,2.657,0.742,13.45,3.667,1.831,2.786,Granittic_gneiss,False,5.0
960,gran_east,8906.0,8907.0,16.72,20.516,625.907,25.018,-0.79,0.822,6.549,5.184,33.825,5.816,1.572,3.073,6.563,5.361,140.248,11.843,0.32,0.318,3.089,2.517,7.146,2.673,1.743,5.455,-30.332,-32.031,200.178,14.148,0.775,0.738,-6.373,-0.655,94.548,9.724,-1.419,0.836,10.823,11.243,60.583,7.784,-0.132,0.275,1.353,0.55,4.974,2.23,3.038,10.321,Hagaberg_shale,False,1.0
4319,soegne_west,7878.0,7883.0,0.2,0.6,267.736,16.363,-0.754,2.715,5.987,5.186,19.463,4.412,2.802,13.501,8.721,14.894,613.51,24.769,-0.658,-0.732,3.757,2.975,10.521,3.244,2.706,18.496,4.259,10.0,214.809,14.656,-3.243,12.289,2.406,5.0,62.555,7.909,-3.392,11.112,-4.274,-3.925,162.639,12.753,0.276,-0.809,3.787,2.677,12.53,3.54,1.342,1.427,Granittic_gneiss,False,5.0
4057,soegne_west,6422.0,6428.0,-4.007,-5.236,385.812,19.642,0.113,1.951,6.867,5.728,24.932,4.993,1.72,4.622,4.033,1.134,206.031,14.354,0.494,0.602,3.251,2.416,7.82,2.796,2.655,14.579,-2.717,1.085,104.893,10.242,-3.531,13.654,-1.512,-0.225,24.101,4.909,-4.638,25.269,-2.677,-1.653,152.043,12.331,0.026,0.195,4.117,3.53,8.734,2.955,1.24,4.189,Granittic_gneiss,False,6.0
2487,drammen,59215.5,59221.0,-30.656,-32.031,175.902,13.263,0.676,1.127,3.359,2.892,9.172,3.028,2.793,20.628,9.499,14.167,190.613,13.806,-0.753,-0.05,2.896,2.599,5.748,2.397,1.53,5.405,2.824,6.169,200.605,14.163,-1.925,5.081,-5.785,-4.492,47.998,6.928,-2.97,9.682,7.96,7.76,130.914,11.442,-0.897,2.628,1.519,0.547,7.731,2.78,3.687,16.969,Drammensgranite,False,5.5
3603,soegne_east,7850.0,7855.0,0.27,-0.123,506.706,22.51,-0.571,1.775,8.346,7.202,29.73,5.452,1.678,6.103,4.877,9.356,556.033,23.58,-0.635,-0.313,5.039,3.498,24.485,4.948,2.498,10.589,-7.297,-3.0,238.15,15.432,-0.191,0.818,2.577,4.779,33.057,5.75,-4.314,31.062,3.851,6.901,154.339,12.423,-0.223,0.561,4.277,1.678,30.608,5.532,2.367,8.697,Granittic_gneiss,False,5.0
442,skottas,97493.0,97499.0,-42.539,-43.81,127.102,11.274,0.63,2.833,2.849,2.263,6.802,2.608,3.458,24.824,-4.428,-4.897,51.494,7.176,-0.014,5.373,2.678,2.14,5.947,2.439,3.054,16.567,-22.184,-19.159,157.297,12.542,-1.505,3.048,-10.904,-5.674,124.083,11.139,-1.707,1.128,26.189,22.253,459.662,21.44,0.761,0.606,1.442,0.508,8.356,2.891,4.571,31.43,Rhomb_porphyry,False,6.0
4848,volleberg_west,3812.0,3817.0,-16.987,-15.07,303.751,17.428,-0.696,1.078,5.782,5.247,13.429,3.665,1.115,2.787,11.705,10.518,116.316,10.785,1.962,8.06,3.585,2.928,9.626,3.103,3.471,21.698,-0.242,3.55,109.863,10.482,-1.156,31.372,-1.001,-0.562,14.565,3.816,-5.458,48.91,5.817,5.064,76.255,8.732,0.627,2.631,3.234,2.618,8.086,2.844,0.919,0.533,Granittic_gneiss,False,5.0
2670,brulihei_east,1833.0,1839.0,21.162,23.077,44.361,6.66,-1.147,0.066,2.477,2.135,2.97,1.723,0.744,-0.373,2.293,-1.055,122.49,11.068,0.085,-0.631,1.863,1.62,1.848,1.359,1.184,2.385,-3.447,-1.1,112.308,10.598,-4.236,16.461,-3.094,-1.415,44.303,6.656,-4.241,16.494,-0.539,-0.655,36.886,6.073,-0.529,-0.421,3.18,2.038,6.256,2.501,0.813,-0.791,Granittic_gneiss,True,6.0
2688,brulihei_east,1936.0,1941.0,6.695,7.045,265.761,16.302,-0.777,3.59,6.239,5.367,20.597,4.538,1.146,1.612,3.18,0.581,187.934,13.709,1.394,2.691,2.595,1.862,5.605,2.367,1.873,4.642,-7.833,-6.744,9.317,3.052,-6.545,84.878,-0.293,-0.087,2.819,1.679,-12.515,233.325,-8.556,-9.294,90.678,9.523,0.437,-0.057,6.743,6.744,8.959,2.993,-0.057,-0.062,Granittic_gneiss,False,5.0
4042,soegne_west,6313.0,6320.0,3.904,3.718,365.642,19.122,-0.199,3.168,7.509,5.93,40.21,6.341,2.835,12.073,0.505,0.279,266.066,16.312,-0.07,1.128,4.286,3.231,17.908,4.232,5.196,54.615,-2.465,0.84,104.462,10.221,-4.131,20.917,-4.422,-2.79,35.88,5.99,-3.955,15.888,1.999,1.163,268.412,16.383,0.18,-0.257,5.098,4.072,13.175,3.63,1.432,3.686,Granittic_gneiss,False,7.0
981,gran_east,8966.0,8967.0,5.511,11.846,617.207,24.844,-0.527,-0.776,7.677,6.149,34.851,5.903,1.19,1.655,2.562,4.074,105.733,10.283,-0.442,-0.015,4.567,3.531,16.878,4.108,3.342,25.138,-33.498,-31.2,119.83,10.947,-0.421,4.58,-7.783,-5.2,51.513,7.177,-3.791,26.099,26.108,-15.78,4848.043,69.628,0.992,-0.733,3.268,1.246,46.741,6.837,5.329,36.065,Hagaberg_shale,False,1.0
2034,drammen,56523.0,56528.0,-32.871,-33.383,210.502,14.509,-0.04,4.388,3.298,2.951,6.434,2.537,4.556,55.125,12.266,10.563,157.289,12.541,0.769,0.99,4.031,3.586,7.738,2.782,1.581,7.574,-8.844,-7.222,75.339,8.68,-2.619,8.176,-3.482,-2.63,31.333,5.598,-4.744,24.002,-7.066,-7.627,181.541,13.474,-0.047,-0.774,2.712,2.119,6.501,2.55,0.944,0.923,Hornfels,False,5.0
4,gramunk,100521.0,100526.0,15.718,14.655,469.023,21.657,-0.215,1.487,6.521,5.698,19.669,4.435,2.165,11.371,2.933,3.004,54.437,7.378,0.062,0.686,2.364,2.029,3.109,1.763,3.898,31.856,-16.178,-12.55,142.159,11.923,-1.592,2.812,-6.11,-5.341,132.625,11.516,-1.43,1.485,-1.028,-5.342,132.036,11.491,0.359,-0.138,1.065,0.418,3.48,1.866,7.069,91.42,Rhomb_porphyry,False,5.0
4778,volleberg_east,3984.0,3989.0,-0.497,0.0,459.227,21.43,-0.238,0.743,9.193,7.026,57.591,7.589,1.583,3.078,5.921,5.575,139.305,11.803,0.719,1.464,4.629,3.244,19.108,4.371,2.221,8.043,-2.133,3.25,186.283,13.649,-2.382,16.102,-2.828,-0.669,73.256,8.559,-2.632,6.113,15.513,14.654,77.803,8.821,-0.303,1.999,3.745,2.711,15.637,3.954,2.757,14.043,Granittic_gneiss,False,5.0
4168,soegne_west,7038.0,7043.0,-13.874,-13.924,252.261,15.883,-0.906,3.306,5.598,4.618,16.887,4.109,2.166,8.264,-5.68,-3.475,428.834,20.708,-0.238,-0.108,3.107,2.37,8.727,2.954,3.451,21.472,7.047,10.488,94.214,9.706,-2.981,17.48,0.859,2.542,27.328,5.228,-3.95,17.626,-5.391,-6.227,90.853,9.532,0.51,0.206,2.898,1.881,8.746,2.957,3.516,24.1,Granittic_gneiss,True,5.0
3573,soegne_east,7690.0,7695.0,3.977,3.209,391.927,19.797,-0.695,4.004,6.504,5.429,24.67,4.967,1.628,4.299,10.695,19.513,603.597,24.568,-0.711,-0.93,3.359,2.637,8.012,2.831,2.936,23.328,5.25,9.988,135.458,11.639,-3.198,14.552,3.074,5.042,38.603,6.213,-3.787,15.879,1.433,3.633,130.15,11.408,-0.525,0.419,4.175,2.289,19.486,4.414,1.159,0.513,Granittic_gneiss,True,5.0
898,gran_east,8844.0,8845.0,23.506,26.901,420.564,20.508,-1.227,2.715,5.509,4.83,19.226,4.385,1.17,1.883,10.182,10.918,93.606,9.675,-0.211,0.21,2.629,2.205,5.579,2.362,1.918,6.646,-35.359,-34.277,99.681,9.984,-0.17,0.944,-5.381,-0.225,116.279,10.783,-1.842,1.881,12.526,11.136,86.547,9.303,0.134,0.282,1.139,0.567,2.549,1.597,3.122,17.361,Hagaberg_shale,False,1.0
118,gramunk,101066.0,101070.0,12.091,10.168,624.94,24.999,-0.008,3.053,6.112,4.644,39.852,6.313,2.965,14.029,3.682,6.618,192.461,13.873,-0.342,-0.845,2.489,1.962,5.495,2.344,2.739,13.408,-29.172,-30.037,320.492,17.902,-0.39,0.391,-12.178,-2.46,279.155,16.708,-0.499,-1.551,-7.318,-6.344,89.355,9.453,-2.254,12.071,1.767,0.584,12.167,3.488,5.456,38.441,Rhomb_porphyry,False,4.0
2116,drammen,56991.0,56996.0,-32.184,-33.758,172.364,13.129,1.289,8.358,5.702,4.902,19.466,4.412,1.66,5.537,19.439,17.976,135.671,11.648,0.204,0.285,3.759,3.514,6.696,2.588,1.812,14.059,-6.213,-5.976,112.204,10.593,-1.909,7.382,-2.903,-0.305,65.604,8.1,-3.264,9.862,-12.421,-14.323,213.718,14.619,2.385,9.991,0.911,0.524,1.346,1.16,3.699,21.285,Hornfels,False,5.0
3739,soegne_east,8629.0,8634.0,-1.376,0.32,315.826,17.771,-1.419,4.156,6.584,5.701,22.325,4.725,1.753,5.91,1.168,3.612,349.275,18.689,-0.071,-1.262,3.406,2.431,10.591,3.254,3.243,27.697,2.694,6.462,179.159,13.385,-3.336,12.61,1.955,0.538,40.703,6.38,-1.919,7.931,-14.274,-16.323,113.738,10.665,0.572,1.904,2.449,0.813,12.285,3.505,2.358,6.95,Amphibolittic_gneiss,True,5.0
1808,drammen,55243.0,55247.0,2.105,2.125,271.891,16.489,-1.224,6.276,3.701,3.1,12.5,3.535,2.296,10.496,5.207,3.262,151.349,12.302,0.481,-0.168,1.778,1.562,2.644,1.626,3.202,42.672,0.048,1.289,94.347,9.713,-4.411,21.855,-3.411,-0.275,54.393,7.375,-3.157,11.038,-7.426,-4.323,118.882,10.903,-0.909,-0.024,1.779,0.929,3.784,1.945,1.744,3.947,Drammensgranite,False,4.0
3582,soegne_east,7730.0,7735.0,3.693,3.496,340.963,18.465,-1.053,4.827,8.057,7.068,26.306,5.129,1.451,3.443,3.108,6.458,632.022,25.14,-0.083,-1.126,4.414,3.544,11.662,3.415,1.838,6.061,4.158,10.0,210.572,14.511,-2.876,9.961,2.71,5.042,53.711,7.329,-3.487,12.403,8.163,7.961,54.267,7.367,0.303,2.698,3.601,1.333,20.233,4.498,1.613,2.339,Granittic_gneiss,True,5.0
3453,soegne_east,7090.0,7095.0,-8.265,-10.22,317.077,17.807,-0.003,1.839,6.56,5.406,25.544,5.054,2.11,7.899,6.506,13.818,660.2,25.694,-0.38,-1.161,4.168,3.256,13.112,3.621,2.506,11.307,3.208,8.0,138.526,11.77,-3.138,13.532,0.009,2.316,39.987,6.324,-3.255,11.469,-4.707,-5.131,87.948,9.378,-0.185,1.694,3.018,1.947,9.076,3.013,2.668,16.467,Amphibolittic_gneiss,True,5.0
182,skottas,96216.0,96222.0,6.548,6.792,399.928,19.998,-1.032,3.939,5.271,4.621,17.047,4.129,2.197,10.496,0.618,1.619,95.265,9.76,-0.302,0.062,2.319,1.922,4.311,2.076,3.939,36.166,-1.206,1.886,155.085,12.453,-2.416,6.564,-4.612,-0.311,100.129,10.006,-2.253,3.663,0.281,-4.511,133.629,11.56,1.028,3.068,0.941,0.309,2.248,1.499,3.137,16.573,Rhomb_porphyry,False,6.0
3893,soegne_east,9486.0,9491.0,-9.753,-6.093,328.367,18.121,-1.059,1.433,5.573,4.901,13.453,3.668,1.8,6.646,14.64,12.828,273.424,16.536,0.327,-0.819,3.528,2.962,6.468,2.543,2.212,10.682,14.613,16.637,79.75,8.93,-4.259,19.808,-0.385,-0.062,10.367,3.22,-8.973,87.035,-0.823,-16.903,1277.581,35.743,1.976,2.592,5.822,4.116,24.011,4.9,1.436,2.472,Amphibolittic_gneiss,False,5.0
4531,soegne_west,9101.0,9108.0,-6.993,-7.02,321.607,17.933,-0.19,3.36,6.024,4.677,27.842,5.277,2.759,12.26,5.886,8.055,501.314,22.39,-0.405,-0.427,3.583,2.551,11.218,3.349,2.647,12.176,2.269,7.5,137.58,11.729,-3.099,18.92,-0.531,1.01,36.33,6.027,-3.246,13.678,-7.309,-11.554,124.493,11.158,0.971,0.125,2.265,1.607,4.442,2.108,1.698,4.93,Amphibolittic_gneiss,True,7.0
3568,soegne_east,7663.0,7668.0,-4.504,-5.763,357.125,18.898,-0.093,1.638,7.47,6.191,37.6,6.132,1.676,4.489,-2.083,-1.047,511.283,22.612,-0.045,-0.753,3.647,2.339,16.39,4.048,2.8,14.191,-16.594,-18.5,279.509,16.719,-0.694,0.905,-1.331,4.779,156.432,12.507,-1.789,1.543,-7.825,-10.036,251.748,15.867,0.203,-0.601,4.654,3.142,21.133,4.597,1.927,6.129,Granittic_gneiss,False,5.0
1232,gran_west,8065.0,8066.0,18.579,16.473,310.033,17.608,0.584,0.074,6.415,5.162,41.619,6.451,1.257,1.681,7.763,8.779,107.39,10.363,0.078,0.252,2.935,2.28,8.909,2.985,1.322,2.29,-29.204,-33.08,301.955,17.377,0.457,-0.723,-7.011,-1.13,86.086,9.278,-1.236,0.533,7.297,7.827,20.168,4.491,-0.271,-0.877,1.256,0.576,4.087,2.022,3.085,11.559,Elnes_lime_shale,False,1.0
2960,brulihei_west,2605.0,2611.0,12.114,11.282,270.294,16.441,0.133,0.897,7.705,6.947,29.509,5.432,0.876,1.961,13.901,11.044,163.195,12.775,0.979,0.863,3.068,2.56,6.06,2.462,1.559,4.098,13.775,17.163,50.297,7.092,-4.188,25.434,-0.651,-0.308,5.489,2.343,-9.6,121.018,-6.011,-5.884,27.439,5.238,-0.574,3.659,1.577,1.019,3.537,1.881,3.003,10.417,Granittic_gneiss,False,6.0
1611,gran_west,9126.0,9127.0,19.743,26.87,529.003,23.0,-1.273,1.056,5.947,5.16,18.939,4.352,1.5,3.081,3.017,3.968,144.617,12.026,-0.687,1.017,3.182,2.728,5.333,2.309,1.944,8.27,-34.991,-32.22,130.692,11.432,-0.566,1.008,-5.367,-0.165,121.57,11.026,-1.739,1.25,5.826,5.738,61.47,7.84,-0.243,0.689,0.936,0.58,1.327,1.152,3.818,22.856,Hagaberg_shale,False,1.0
2991,lindeli_east,13889.0,13895.0,-20.68,-19.907,157.759,12.56,-1.15,3.464,5.387,4.838,9.814,3.133,1.59,5.033,-6.199,-8.322,149.166,12.213,0.774,0.655,3.494,2.422,9.717,3.117,1.996,5.151,-7.106,-2.5,128.586,11.34,-3.221,13.306,-1.678,-0.133,44.574,6.676,-4.022,15.229,0.382,0.0,72.08,8.49,0.2,0.782,1.609,0.44,5.122,2.263,1.435,1.231,Amphibolittic_gneiss,True,6.0
3275,mjaavann_west,1106.0,1111.0,30.365,31.419,269.767,16.425,-2.272,11.024,5.935,4.665,22.738,4.768,1.664,3.816,5.728,4.742,114.887,10.719,0.635,0.788,2.658,2.043,5.192,2.279,2.662,12.721,17.666,18.775,27.451,5.239,-5.386,32.814,-2.823,-2.759,3.687,1.92,-10.953,157.799,-3.899,-2.934,106.464,10.318,0.086,-0.28,4.084,2.97,14.399,3.795,0.819,-0.443,Granittic_gneiss,False,5.0
2980,lindeli_east,13812.0,13819.0,-19.641,-17.685,215.037,14.664,-0.863,1.733,5.623,4.694,18.127,4.258,2.474,9.697,-1.837,-2.154,143.092,11.962,-0.103,0.721,3.522,2.571,9.636,3.104,2.288,8.247,-6.928,-1.523,314.661,17.739,-2.13,3.423,-3.729,-0.133,100.412,10.021,-2.456,4.301,2.133,0.937,60.905,7.804,0.293,0.932,1.848,0.386,7.274,2.697,1.708,2.998,Granittic_gneiss,False,7.0
3145,lindeli_west,14242.0,14248.0,-20.568,-19.62,169.829,13.032,-1.21,5.074,5.629,4.745,13.446,3.667,1.498,3.671,-7.673,-9.791,180.166,13.423,0.338,-0.417,3.518,2.647,9.05,3.008,2.255,9.404,-12.526,-9.534,126.32,11.239,-2.86,9.255,-1.956,-0.133,52.154,7.222,-3.668,12.352,1.008,0.0,80.751,8.986,-0.081,0.997,1.705,0.419,5.598,2.366,1.517,2.16,Amphibolittic_gneiss,False,6.0
577,gran_east,8225.0,8226.0,7.763,9.045,453.094,21.286,-0.853,1.096,7.242,6.289,31.778,5.637,1.119,2.358,6.182,6.313,56.974,7.548,-0.244,1.499,3.569,3.019,7.985,2.826,0.982,0.885,-30.116,-30.66,194.105,13.932,0.768,1.21,-3.27,-0.06,63.973,7.998,-2.65,6.306,16.604,13.904,101.693,10.084,0.296,-0.622,1.325,0.587,3.593,1.896,2.475,6.724,Huk_limestone,False,1.0
2904,brulihei_west,2275.0,2281.0,2.244,3.847,213.982,14.628,-1.709,5.173,4.558,3.934,10.311,3.211,2.475,11.283,-1.142,-2.839,82.424,9.079,1.164,2.035,1.763,1.449,1.995,1.412,4.906,65.216,-5.123,-3.7,32.948,5.74,-4.646,22.736,-0.358,-0.087,1.579,1.257,-2.003,6.339,-5.785,-5.895,26.724,5.17,-0.088,2.262,2.116,1.415,3.868,1.967,3.82,40.718,Augen_gneiss,True,6.0
